match_date,league,home_team,away_team,home_goals,away_goals,home_xg,away_xg,home_injury_impact,away_injury_impact,home_motivation,away_motivation,home_rest_days,away_rest_days,result
2022-10-24,Serie A,Milan,Napoli,1,1,2.22,2.15,0.8,0.14,0.34,0.8,3,6,D
2022-10-31,Serie A,Milan,Napoli,1,2,1.14,1.56,1.43,1.46,0.08,0.71,6,2,A
2022-11-07,Serie A,Juventus,Napoli,3,1,3.1,0.8,1.3,0.95,0.23,0.17,5,6,H
2022-11-14,Serie A,Napoli,Juventus,2,1,2.62,0.84,0.37,1.12,0.23,0.1,2,6,H
2022-11-21,Serie A,Napoli,Milan,0,0,0.57,0.1,0.69,1.75,0.94,0.64,7,4,D
2022-11-28,Serie A,Inter,Milan,2,1,2.83,0.99,0.46,1.18,0.08,0.53,3,4,H
2022-12-05,Serie A,Milan,Napoli,1,0,1.6,0.1,1.57,0.43,0.37,0.97,2,2,H
2022-12-12,Serie A,Juventus,Inter,2,1,1.89,3.46,1.06,1.25,0.48,0.62,5,4,H
2022-12-19,Serie A,Juventus,Milan,3,0,2.97,0.82,1.6,0.89,0.99,0.6,3,7,H
2022-12-26,Serie A,Napoli,Inter,1,1,1.62,0.16,1.49,0.82,0.04,0.73,2,3,D
2023-01-02,Serie A,Inter,Napoli,3,2,4.62,2.07,0.25,0.36,0.88,0.02,3,5,H
2023-01-09,Serie A,Napoli,Juventus,1,0,1.15,0.1,1.62,1.75,0.76,0.79,7,2,H
2023-01-16,Serie A,Napoli,Juventus,2,1,2.72,1.3,1.17,1.32,0.29,0.48,5,3,H
2023-01-23,Serie A,Inter,Milan,2,0,2.35,0.12,0.58,0.55,0.22,0.66,7,2,H
2023-01-30,Serie A,Inter,Milan,2,0,2.3,0.1,0.14,0.97,0.48,0.8,6,7,H
2023-02-06,Serie A,Inter,Milan,1,1,1.01,0.14,0.34,1.53,0.76,0.16,3,7,D
2023-02-13,Serie A,Juventus,Napoli,2,0,2.99,0.1,1.16,0.04,0.43,0.53,5,2,H
2023-02-20,Serie A,Napoli,Juventus,0,1,0.6,0.77,1.64,0.06,0.89,0.02,7,7,A
2023-02-27,Serie A,Inter,Milan,0,1,0.92,0.75,0.86,1.46,0.34,0.46,2,3,A
2023-03-06,Serie A,Inter,Napoli,2,0,1.87,0.61,1.52,1.55,0.24,0.74,4,5,H
2023-03-13,Serie A,Napoli,Juventus,1,0,0.67,0.1,0.47,0.84,0.32,0.98,5,2,H
2023-03-20,Serie A,Napoli,Inter,0,1,0.67,2.35,1.09,0.86,0.45,0.9,3,7,A
2023-03-27,Serie A,Napoli,Juventus,1,0,2.26,0.1,1.54,1.51,0.86,0.21,6,7,H
2023-04-03,Serie A,Milan,Napoli,3,1,3.75,1.09,0.53,1.6,0.24,0.17,4,3,H
2023-04-10,Serie A,Napoli,Milan,0,1,1.31,1.38,0.72,0.61,0.09,0.34,7,7,A
2023-04-17,Serie A,Napoli,Milan,2,0,2.3,0.21,0.37,0.97,0.84,0.13,7,6,H
2023-04-24,Serie A,Juventus,Napoli,2,2,1.4,2.45,0.74,0.01,0.0,0.53,6,6,D
2023-05-01,Serie A,Inter,Milan,0,1,0.1,0.81,1.06,1.69,0.44,0.37,7,7,A
2023-05-08,Serie A,Juventus,Napoli,2,0,2.96,0.54,1.64,1.54,0.82,0.61,6,7,H
2023-05-15,Serie A,Juventus,Inter,2,1,2.15,1.56,1.77,1.66,0.31,0.57,4,3,H
2023-05-22,Serie A,Napoli,Milan,0,1,0.1,2.04,0.96,0.72,0.3,0.26,5,5,A
2023-05-29,Serie A,Inter,Juventus,1,0,0.35,0.1,0.75,0.18,0.55,0.8,3,4,H
2023-06-05,Serie A,Napoli,Juventus,1,0,2.02,0.38,0.31,0.72,0.78,0.09,2,6,H
2023-06-12,Serie A,Inter,Juventus,3,1,3.35,1.51,1.11,0.62,0.18,0.61,6,4,H
2023-06-19,Serie A,Milan,Juventus,0,1,0.1,1.74,0.91,0.54,0.27,0.49,2,5,A
2023-06-26,Serie A,Inter,Juventus,3,1,2.74,0.69,1.77,0.9,0.2,0.35,7,6,H
2023-07-03,Serie A,Juventus,Inter,1,1,1.86,0.88,1.04,0.44,0.94,0.11,7,6,D
2023-07-10,Serie A,Inter,Napoli,1,0,1.91,0.1,1.51,0.05,0.24,0.99,4,3,H
2023-07-17,Serie A,Inter,Milan,1,1,0.72,1.1,0.55,0.85,0.47,0.18,6,2,D
2023-07-24,Serie A,Milan,Juventus,2,1,1.44,0.1,0.69,1.49,0.91,0.17,7,6,H
2023-07-31,Serie A,Juventus,Napoli,5,2,5.67,2.37,1.74,1.06,0.48,0.93,2,5,H
2023-08-07,Serie A,Inter,Juventus,1,2,0.82,2.35,0.68,0.93,0.86,0.2,2,5,A
2023-08-14,Serie A,Juventus,Inter,0,2,0.1,2.17,1.62,1.52,0.89,0.24,6,2,A
2023-08-21,Serie A,Juventus,Milan,3,0,3.85,0.1,0.18,1.34,0.21,0.74,4,3,H
2023-08-28,Serie A,Napoli,Inter,0,0,0.27,0.5,0.96,1.34,0.32,0.39,2,7,D
2023-09-04,Serie A,Inter,Milan,0,0,0.1,1.43,0.56,0.03,0.11,0.24,7,7,D
2023-09-11,Serie A,Inter,Milan,1,0,2.32,0.83,1.32,0.54,0.65,0.56,7,7,H
2023-09-18,Serie A,Napoli,Juventus,1,0,0.82,0.28,1.53,1.15,0.27,0.75,7,7,H
2023-09-25,Serie A,Milan,Inter,1,1,1.46,0.91,1.32,1.64,0.22,0.28,7,5,D
2023-10-02,Serie A,Juventus,Napoli,1,0,1.15,0.1,1.52,0.61,0.89,0.51,2,4,H
2023-10-09,Serie A,Inter,Napoli,1,0,0.9,0.1,1.63,0.87,0.83,0.26,6,6,H
2023-10-16,Serie A,Juventus,Milan,1,1,0.9,0.21,0.88,0.03,0.88,0.9,2,4,D
2023-10-23,Serie A,Juventus,Napoli,3,1,4.38,1.93,0.57,0.49,0.55,0.29,7,2,H
2023-10-30,Serie A,Juventus,Milan,1,1,2.46,1.63,1.24,0.47,0.64,0.36,6,2,D
2023-11-06,Serie A,Juventus,Napoli,0,0,0.56,0.1,1.03,1.02,0.87,0.48,6,5,D
2023-11-13,Serie A,Inter,Milan,1,0,1.57,0.1,1.44,0.77,0.77,0.07,2,5,H
2023-11-20,Serie A,Inter,Juventus,2,2,1.73,1.34,1.29,1.37,0.15,0.81,5,3,D
2023-11-27,Serie A,Milan,Juventus,1,0,2.02,0.34,0.34,1.55,0.54,0.01,5,2,H
2023-12-04,Serie A,Inter,Juventus,3,1,2.91,1.11,0.21,0.24,0.95,0.72,7,7,H
2023-12-11,Serie A,Inter,Milan,2,0,2.9,0.1,1.12,0.91,0.2,0.32,5,3,H
2023-12-18,Serie A,Napoli,Juventus,2,1,2.45,1.46,1.0,1.07,0.25,0.13,7,3,H
2023-12-25,Serie A,Juventus,Napoli,2,2,1.91,2.29,0.24,1.59,0.38,0.58,5,6,D
2024-01-01,Serie A,Juventus,Napoli,0,0,0.55,0.1,0.48,1.59,0.6,0.41,5,5,D
2024-01-08,Serie A,Inter,Juventus,4,1,5.23,1.84,0.64,0.44,0.61,0.36,2,7,H
2024-01-15,Serie A,Milan,Juventus,0,1,0.84,1.59,0.69,1.48,0.78,0.97,7,4,A
2024-01-22,Serie A,Milan,Napoli,1,2,1.04,3.46,0.9,0.75,0.22,0.81,3,5,A
2024-01-29,Serie A,Inter,Juventus,1,0,0.32,0.36,0.08,1.21,0.87,0.41,7,6,H
2024-02-05,Serie A,Milan,Juventus,2,1,2.26,1.28,0.74,1.05,0.91,0.1,7,2,H
2024-02-12,Serie A,Juventus,Napoli,1,1,1.05,0.46,0.52,0.28,0.42,0.89,2,7,D
2024-02-19,Serie A,Inter,Juventus,2,1,2.45,1.51,1.71,1.46,0.93,0.92,7,6,H
2024-02-26,Serie A,Milan,Juventus,2,1,1.66,0.98,1.05,0.11,0.36,0.83,4,5,H
2024-03-04,Serie A,Milan,Inter,2,3,2.72,2.75,0.59,0.66,0.88,0.91,7,7,A
2024-03-11,Serie A,Milan,Inter,1,0,1.99,0.1,1.12,1.45,0.65,0.12,4,3,H
2024-03-18,Serie A,Napoli,Juventus,1,1,2.1,0.63,0.04,1.46,0.28,0.06,3,3,D
2024-03-25,Serie A,Juventus,Napoli,1,1,1.3,1.14,0.97,0.24,0.31,0.29,5,2,D
2024-04-01,Serie A,Milan,Napoli,0,0,0.1,0.47,1.15,0.51,0.51,0.7,4,6,D
2024-04-08,Serie A,Inter,Milan,0,0,0.73,0.1,1.46,1.75,0.51,0.35,3,7,D
2024-04-15,Serie A,Milan,Juventus,0,0,0.97,0.1,1.47,1.77,0.08,0.33,4,4,D
2022-08-01,Scottish Premiership,Aberdeen,Celtic,1,1,0.86,0.89,0.27,0.07,0.68,0.37,5,5,D
2022-08-08,Scottish Premiership,Hearts,Rangers,0,1,0.25,0.1,1.13,1.73,0.81,0.54,6,7,A
2022-08-15,Scottish Premiership,Celtic,Rangers,0,0,0.4,0.14,0.29,0.26,0.7,0.42,5,3,D
2022-08-22,Scottish Premiership,Aberdeen,Rangers,3,3,3.02,3.51,0.46,0.39,0.97,0.07,3,3,D
2022-08-29,Scottish Premiership,Celtic,Aberdeen,1,2,1.56,2.82,0.46,0.13,0.15,0.62,6,2,A
2022-09-05,Scottish Premiership,Aberdeen,Hearts,0,2,0.26,3.22,1.57,0.35,0.62,0.4,7,7,A
2022-09-12,Scottish Premiership,Rangers,Celtic,1,2,1.93,2.6,1.58,0.56,0.22,0.63,7,3,A
2022-09-19,Scottish Premiership,Celtic,Rangers,0,0,0.1,0.68,0.87,0.94,0.2,0.36,3,3,D
2022-09-26,Scottish Premiership,Aberdeen,Celtic,0,0,0.1,0.85,1.67,0.36,0.66,0.48,6,2,D
2022-10-03,Scottish Premiership,Hearts,Rangers,2,2,2.51,2.51,0.26,1.33,0.65,0.29,4,4,D
2022-10-10,Scottish Premiership,Aberdeen,Hearts,0,0,1.1,0.1,0.72,0.46,0.93,0.85,4,2,D
2022-10-17,Scottish Premiership,Aberdeen,Rangers,1,1,0.78,1.87,0.39,1.5,0.0,0.53,6,2,D
2022-10-24,Scottish Premiership,Rangers,Hearts,3,1,3.99,1.94,0.05,1.23,0.83,0.64,2,2,H
2022-10-31,Scottish Premiership,Celtic,Rangers,2,0,2.13,1.57,1.46,0.19,0.89,0.01,4,4,H
2022-11-07,Scottish Premiership,Rangers,Celtic,1,0,1.15,0.3,0.58,0.93,0.73,0.1,2,5,H
2022-11-14,Scottish Premiership,Celtic,Hearts,1,0,0.15,1.5,1.35,0.24,0.61,0.62,3,4,H
2022-11-21,Scottish Premiership,Hearts,Rangers,4,1,3.71,0.44,0.49,1.39,0.86,0.46,6,2,H
2022-11-28,Scottish Premiership,Aberdeen,Celtic,1,2,1.32,2.17,1.17,1.63,0.83,0.36,5,3,A
2022-12-05,Scottish Premiership,Hearts,Aberdeen,0,1,0.59,1.43,0.85,0.94,0.18,0.66,6,2,A
2022-12-12,Scottish Premiership,Celtic,Hearts,3,0,4.19,0.1,0.37,0.32,0.71,0.06,6,7,H
2022-12-19,Scottish Premiership,Rangers,Aberdeen,3,0,3.01,0.18,0.79,0.04,0.21,0.78,2,4,H
2022-12-26,Scottish Premiership,Rangers,Celtic,0,3,0.62,3.73,0.96,0.08,0.56,0.07,4,3,A
2023-01-02,Scottish Premiership,Hearts,Aberdeen,2,1,2.14,1.71,0.54,0.29,0.32,0.69,4,5,H
2023-01-09,Scottish Premiership,Rangers,Celtic,1,2,0.83,2.12,0.14,1.34,0.25,0.65,6,2,A
2023-01-16,Scottish Premiership,Celtic,Aberdeen,1,2,0.93,2.26,1.77,0.38,0.18,0.69,5,7,A
2023-01-23,Scottish Premiership,Celtic,Rangers,2,1,1.53,0.1,0.21,1.2,0.68,0.03,7,4,H
2023-01-30,Scottish Premiership,Hearts,Aberdeen,2,0,2.15,0.1,1.12,0.27,0.82,0.77,7,3,H
2023-02-06,Scottish Premiership,Celtic,Aberdeen,1,0,3.98,0.41,0.12,0.08,0.59,0.99,5,3,H
2023-02-13,Scottish Premiership,Rangers,Celtic,1,1,1.29,1.44,1.47,1.78,0.98,0.93,7,7,D
2023-02-20,Scottish Premiership,Rangers,Celtic,1,1,1.45,1.29,0.58,0.84,0.68,0.87,5,2,D
2023-02-27,Scottish Premiership,Celtic,Aberdeen,2,0,2.36,1.09,1.36,1.56,0.14,0.2,2,7,H
2023-03-06,Scottish Premiership,Hearts,Rangers,1,0,0.99,0.1,0.79,1.06,0.95,0.19,2,7,H
2023-03-13,Scottish Premiership,Rangers,Hearts,1,0,1.98,0.1,0.39,1.27,0.65,0.98,5,4,H
2023-03-20,Scottish Premiership,Rangers,Hearts,1,3,0.9,3.67,1.5,1.36,0.18,0.66,2,5,A
2023-03-27,Scottish Premiership,Hearts,Aberdeen,1,2,1.74,1.58,1.16,0.14,0.18,0.47,3,2,A
2023-04-03,Scottish Premiership,Celtic,Aberdeen,0,2,0.46,1.6,0.32,1.59,0.39,0.01,5,2,A
2023-04-10,Scottish Premiership,Celtic,Hearts,0,0,1.44,0.1,0.29,0.47,0.13,0.81,3,7,D
2023-04-17,Scottish Premiership,Rangers,Hearts,2,1,1.85,1.07,0.48,0.2,0.07,0.91,5,3,H
2023-04-24,Scottish Premiership,Aberdeen,Celtic,3,3,4.35,3.28,0.08,0.52,0.49,0.46,7,6,D
2023-05-01,Scottish Premiership,Hearts,Aberdeen,3,0,3.8,1.17,0.36,1.61,0.5,0.88,6,2,H
2023-05-08,Scottish Premiership,Aberdeen,Hearts,0,0,0.1,0.1,0.51,1.45,0.26,0.31,2,7,D
2023-05-15,Scottish Premiership,Rangers,Hearts,2,0,2.21,0.1,0.48,0.64,0.51,0.31,6,2,H
2023-05-22,Scottish Premiership,Aberdeen,Celtic,2,2,1.0,1.95,1.57,1.61,0.44,0.29,6,2,D
2023-05-29,Scottish Premiership,Rangers,Aberdeen,2,2,2.51,2.01,0.16,0.62,0.17,0.74,2,5,D
2023-06-05,Scottish Premiership,Celtic,Rangers,2,2,2.01,1.99,1.53,0.31,0.69,0.68,2,4,D
2023-06-12,Scottish Premiership,Aberdeen,Rangers,1,1,1.54,0.36,0.86,1.63,0.37,0.77,5,7,D
2023-06-19,Scottish Premiership,Hearts,Celtic,0,1,0.1,1.2,1.73,0.44,0.31,0.32,4,4,A
2023-06-26,Scottish Premiership,Hearts,Rangers,1,1,3.37,1.59,0.9,1.4,0.86,0.3,2,5,D
2023-07-03,Scottish Premiership,Celtic,Hearts,2,1,2.14,1.02,0.14,1.58,0.07,0.41,4,6,H
2023-07-10,Scottish Premiership,Rangers,Hearts,0,1,0.1,1.66,1.09,1.05,0.41,0.65,3,7,A
2023-07-17,Scottish Premiership,Hearts,Aberdeen,1,1,1.12,1.31,0.17,0.99,0.25,0.23,3,5,D
2023-07-24,Scottish Premiership,Celtic,Hearts,3,2,3.39,1.73,1.27,0.29,0.91,0.69,4,6,H
2023-07-31,Scottish Premiership,Rangers,Aberdeen,2,1,2.7,0.23,0.9,0.99,0.75,0.59,2,5,H
2023-08-07,Scottish Premiership,Hearts,Celtic,0,2,0.16,1.74,1.28,1.57,0.44,0.37,5,5,A
2023-08-14,Scottish Premiership,Celtic,Hearts,0,0,0.1,0.75,0.04,0.4,0.65,0.33,6,5,D
2023-08-21,Scottish Premiership,Aberdeen,Hearts,2,1,4.04,0.76,0.39,0.7,0.36,1.0,4,3,H
2023-08-28,Scottish Premiership,Aberdeen,Rangers,3,2,2.81,2.14,0.99,1.06,0.39,0.81,5,2,H
2023-09-04,Scottish Premiership,Aberdeen,Hearts,0,0,0.8,0.1,1.51,0.49,0.2,0.67,5,4,D
2023-09-11,Scottish Premiership,Aberdeen,Hearts,1,0,1.95,0.1,0.06,1.23,0.26,0.45,6,7,H
2023-09-18,Scottish Premiership,Celtic,Hearts,2,0,2.18,0.1,1.73,0.6,0.72,0.15,2,4,H
2023-09-25,Scottish Premiership,Rangers,Aberdeen,0,0,0.1,0.11,1.51,1.47,0.71,0.24,2,2,D
2023-10-02,Scottish Premiership,Celtic,Aberdeen,2,1,2.83,0.85,0.43,0.23,0.39,0.81,5,4,H
2023-10-09,Scottish Premiership,Aberdeen,Celtic,0,1,0.76,0.98,1.72,0.21,0.3,0.25,5,6,A
2023-10-16,Scottish Premiership,Celtic,Rangers,1,0,2.56,0.1,0.01,1.74,0.65,0.23,5,5,H
2023-10-23,Scottish Premiership,Hearts,Aberdeen,1,0,2.38,0.85,0.6,0.31,0.7,0.13,6,7,H
2023-10-30,Scottish Premiership,Aberdeen,Celtic,2,3,2.23,3.01,1.62,1.16,0.82,0.77,3,4,A
2023-11-06,Scottish Premiership,Hearts,Celtic,2,2,3.04,1.95,1.2,1.76,0.52,0.44,4,6,D
2023-11-13,Scottish Premiership,Celtic,Aberdeen,2,2,2.69,2.27,0.95,0.43,0.38,0.03,7,4,D
2023-11-20,Scottish Premiership,Celtic,Rangers,1,1,1.16,0.8,1.0,0.06,0.57,0.34,3,3,D
2023-11-27,Scottish Premiership,Hearts,Celtic,1,1,0.61,1.24,0.52,0.3,0.5,0.03,2,2,D
2023-12-04,Scottish Premiership,Hearts,Aberdeen,1,1,1.15,0.6,1.1,1.06,0.71,0.93,6,3,D
2023-12-11,Scottish Premiership,Rangers,Hearts,2,0,2.58,0.1,0.1,0.07,0.5,0.47,7,5,H
2023-12-18,Scottish Premiership,Aberdeen,Rangers,2,2,2.74,2.18,0.06,1.43,0.12,0.4,5,4,D
2023-12-25,Scottish Premiership,Celtic,Hearts,2,1,2.62,2.26,1.21,0.56,0.11,0.67,7,7,H
2024-01-01,Scottish Premiership,Celtic,Rangers,2,0,2.59,0.71,1.77,1.76,0.82,0.84,3,4,H
2024-01-08,Scottish Premiership,Celtic,Aberdeen,2,2,2.82,0.97,1.62,0.17,0.17,0.81,3,7,D
2024-01-15,Scottish Premiership,Hearts,Rangers,1,0,0.8,0.57,1.25,1.79,0.63,0.35,3,5,H
2024-01-22,Scottish Premiership,Rangers,Celtic,0,0,0.47,1.18,1.09,1.03,0.53,0.41,2,6,D
2024-01-29,Scottish Premiership,Aberdeen,Hearts,0,1,0.1,0.62,1.01,1.15,0.07,0.58,6,7,A
2024-02-05,Scottish Premiership,Aberdeen,Hearts,1,0,1.29,1.1,1.78,1.01,0.63,0.39,4,5,H
2024-02-12,Scottish Premiership,Rangers,Celtic,0,1,0.95,1.93,1.71,1.24,0.85,0.42,2,2,A
2024-02-19,Scottish Premiership,Aberdeen,Celtic,1,0,1.6,0.1,0.54,1.15,0.54,0.49,6,5,H
2024-02-26,Scottish Premiership,Aberdeen,Celtic,0,0,1.27,0.1,0.2,0.91,0.5,0.79,3,3,D
2024-03-04,Scottish Premiership,Aberdeen,Celtic,1,1,0.24,1.43,0.5,0.31,0.75,0.34,6,4,D
2024-03-11,Scottish Premiership,Aberdeen,Hearts,0,2,0.1,2.06,1.74,0.05,0.77,0.11,5,7,A
2024-03-18,Scottish Premiership,Hearts,Celtic,0,2,0.5,1.89,0.84,0.7,0.93,0.6,7,5,A
2024-03-25,Scottish Premiership,Aberdeen,Hearts,0,1,1.55,1.74,0.14,0.67,0.85,0.31,2,4,A
2024-04-01,Scottish Premiership,Rangers,Aberdeen,2,1,1.6,1.3,1.71,0.77,0.57,0.19,4,6,H
2024-04-08,Scottish Premiership,Celtic,Aberdeen,2,3,2.84,3.1,1.8,1.33,0.03,0.6,3,4,A
2024-04-15,Scottish Premiership,Hearts,Aberdeen,2,1,1.11,1.73,1.43,0.82,0.27,0.94,4,2,H
2022-08-01,UEFA Champions League,Bayern,Man City,2,2,1.45,2.8,0.21,1.5,0.96,0.31,2,5,D
2022-08-08,UEFA Champions League,Man City,PSG,1,0,1.94,0.6,0.12,1.35,0.82,0.83,4,3,H
2022-08-15,UEFA Champions League,Real Madrid,Bayern,1,1,1.46,0.57,0.92,1.19,0.26,0.19,5,4,D
2022-08-22,UEFA Champions League,Real Madrid,Bayern,4,2,4.78,1.98,0.34,0.1,0.55,0.73,6,4,H
2022-08-29,UEFA Champions League,Real Madrid,Man City,1,0,0.97,0.17,0.73,1.6,0.03,0.19,6,5,H
2022-09-05,UEFA Champions League,Real Madrid,Man City,3,0,2.63,0.1,1.11,0.1,0.9,0.71,3,5,H
2022-09-12,UEFA Champions League,Bayern,PSG,1,1,0.1,0.66,1.18,0.54,0.91,0.67,4,6,D
2022-09-19,UEFA Champions League,Man City,Real Madrid,2,0,2.4,1.41,1.27,0.77,0.69,0.34,6,6,H
2022-09-26,UEFA Champions League,Bayern,PSG,1,2,1.68,1.92,1.29,1.12,0.73,0.01,6,2,A
2022-10-03,UEFA Champions League,PSG,Man City,1,0,1.39,0.1,1.34,1.56,0.86,0.94,6,4,H
2022-10-10,UEFA Champions League,PSG,Man City,3,1,3.72,2.31,0.78,0.15,0.82,0.33,3,6,H
2022-10-17,UEFA Champions League,PSG,Bayern,1,2,0.51,2.22,0.15,0.01,0.89,0.42,7,7,A
2022-10-24,UEFA Champions League,Real Madrid,PSG,0,1,1.23,1.8,0.83,0.93,0.4,0.94,7,4,A
2022-10-31,UEFA Champions League,Man City,Bayern,2,0,1.76,0.1,0.07,0.85,0.07,0.82,4,4,H
2022-11-07,UEFA Champions League,Real Madrid,Bayern,2,0,2.28,0.1,0.97,1.38,0.31,0.47,5,6,H
2022-11-14,UEFA Champions League,PSG,Real Madrid,1,0,0.28,0.29,0.33,0.68,0.63,0.9,2,3,H
2022-11-21,UEFA Champions League,Real Madrid,PSG,0,1,0.1,1.26,0.66,1.68,0.38,0.88,5,6,A
2022-11-28,UEFA Champions League,PSG,Man City,3,0,3.8,0.1,0.65,0.27,0.88,0.56,6,2,H
2022-12-05,UEFA Champions League,Bayern,Real Madrid,1,1,0.83,1.09,0.72,0.0,0.02,0.54,6,5,D
2022-12-12,UEFA Champions League,Bayern,PSG,1,2,1.02,1.5,0.97,0.52,0.72,0.27,4,6,A
2022-12-19,UEFA Champions League,Man City,Real Madrid,1,2,0.89,2.6,0.0,0.32,0.94,0.49,5,2,A
2022-12-26,UEFA Champions League,Real Madrid,PSG,2,1,1.77,0.69,1.64,1.19,0.43,0.18,2,6,H
2023-01-02,UEFA Champions League,Real Madrid,PSG,1,1,1.5,1.33,0.68,1.0,0.53,0.16,4,7,D
2023-01-09,UEFA Champions League,Bayern,Man City,2,0,3.05,1.32,1.53,1.62,0.91,0.27,5,5,H
2023-01-16,UEFA Champions League,Real Madrid,Bayern,1,0,1.26,0.35,1.42,0.01,0.5,0.36,4,6,H
2023-01-23,UEFA Champions League,Real Madrid,Man City,3,1,2.71,1.04,0.36,0.46,0.01,0.12,7,3,H
2023-01-30,UEFA Champions League,Man City,Real Madrid,1,1,2.01,1.42,0.58,0.07,0.91,0.06,4,3,D
2023-02-06,UEFA Champions League,Bayern,PSG,0,2,0.18,0.83,0.43,1.33,0.17,0.31,6,6,A
2023-02-13,UEFA Champions League,Man City,Real Madrid,0,1,0.28,1.73,0.23,0.69,0.08,0.63,7,7,A
2023-02-20,UEFA Champions League,Man City,Real Madrid,1,0,1.47,0.1,0.66,0.39,0.95,0.75,5,7,H
2023-02-27,UEFA Champions League,Man City,Bayern,0,0,0.81,0.9,1.48,0.74,0.27,0.25,6,7,D
2023-03-06,UEFA Champions League,PSG,Man City,1,0,1.11,0.74,1.39,1.51,0.13,0.5,5,3,H
2023-03-13,UEFA Champions League,Bayern,PSG,1,1,0.6,1.79,0.99,0.58,0.13,0.27,3,6,D
2023-03-20,UEFA Champions League,Bayern,PSG,3,1,3.92,1.99,0.16,0.28,0.96,0.94,2,4,H
2023-03-27,UEFA Champions League,Bayern,PSG,2,0,1.83,0.1,0.03,0.24,0.7,0.22,3,3,H
2023-04-03,UEFA Champions League,PSG,Man City,2,0,2.21,0.1,1.57,0.34,0.59,0.75,3,3,H
2023-04-10,UEFA Champions League,Real Madrid,Bayern,2,1,1.94,0.77,1.57,1.77,0.83,0.43,2,6,H
2023-04-17,UEFA Champions League,Real Madrid,Man City,0,0,0.1,1.95,0.9,1.21,0.1,0.4,7,7,D
2023-04-24,UEFA Champions League,Bayern,PSG,2,1,1.35,0.77,0.56,1.26,0.73,0.78,4,3,H
2023-05-01,UEFA Champions League,Real Madrid,Man City,0,0,0.1,0.33,1.37,0.26,0.21,0.13,6,4,D
2023-05-08,UEFA Champions League,Bayern,PSG,2,1,1.33,1.53,0.51,0.14,0.23,0.7,4,4,H
2023-05-15,UEFA Champions League,Bayern,Man City,1,1,1.05,1.63,0.19,0.91,0.75,0.37,2,6,D
2023-05-22,UEFA Champions League,Bayern,Man City,3,0,2.54,1.11,0.7,1.36,0.35,0.98,6,4,H
2023-05-29,UEFA Champions League,Real Madrid,Man City,1,0,1.23,0.57,1.4,0.54,0.5,0.0,6,2,H
2023-06-05,UEFA Champions League,Man City,Bayern,1,1,2.45,0.63,0.56,0.57,0.34,0.35,5,2,D
2023-06-12,UEFA Champions League,PSG,Bayern,0,1,0.1,0.85,1.3,0.77,0.15,0.91,3,2,A
2023-06-19,UEFA Champions League,PSG,Man City,2,1,1.91,2.52,0.82,1.27,0.36,0.15,4,5,H
2023-06-26,UEFA Champions League,Man City,Bayern,0,1,0.1,1.88,1.27,0.22,0.97,0.13,3,3,A
2023-07-03,UEFA Champions League,Bayern,PSG,2,1,2.03,1.92,1.49,1.02,0.58,0.55,3,3,H
2023-07-10,UEFA Champions League,Man City,Real Madrid,0,2,0.2,2.9,1.02,1.74,0.49,0.74,3,4,A
2023-07-17,UEFA Champions League,PSG,Man City,2,0,1.82,0.37,1.52,1.42,0.34,0.69,5,3,H
2023-07-24,UEFA Champions League,Real Madrid,PSG,1,1,1.8,1.57,0.61,0.25,0.18,0.4,2,4,D
2023-07-31,UEFA Champions League,PSG,Bayern,1,0,0.98,0.26,1.23,1.75,0.7,0.09,3,3,H
2023-08-07,UEFA Champions League,PSG,Real Madrid,3,1,3.44,0.1,0.77,0.75,0.35,0.65,5,7,H
2023-08-14,UEFA Champions League,Man City,Real Madrid,0,0,0.1,0.41,1.65,0.08,0.4,0.43,6,2,D
2023-08-21,UEFA Champions League,PSG,Real Madrid,2,0,1.83,0.1,0.41,1.24,0.94,0.75,5,6,H
2023-08-28,UEFA Champions League,Real Madrid,Bayern,0,1,0.21,1.86,0.33,1.32,0.04,0.82,3,3,A
2023-09-04,UEFA Champions League,Bayern,Real Madrid,1,0,0.74,1.33,0.79,0.14,0.67,0.42,2,4,H
2023-09-11,UEFA Champions League,Bayern,Real Madrid,2,2,2.3,2.74,0.81,1.67,0.59,0.43,3,6,D
2023-09-18,UEFA Champions League,PSG,Man City,2,0,2.07,0.1,1.19,0.37,0.93,0.79,3,6,H
2023-09-25,UEFA Champions League,Bayern,PSG,1,2,1.35,2.26,1.11,1.11,0.91,0.03,4,2,A
2023-10-02,UEFA Champions League,PSG,Bayern,1,0,0.4,0.36,1.12,0.87,0.54,0.21,2,7,H
2023-10-09,UEFA Champions League,Bayern,Man City,1,0,1.67,0.1,0.02,1.16,0.66,0.74,5,6,H
2023-10-16,UEFA Champions League,Real Madrid,Bayern,0,1,0.48,1.28,0.88,1.29,0.13,0.7,3,7,A
2023-10-23,UEFA Champions League,Real Madrid,Man City,2,2,1.76,1.67,1.49,1.69,0.76,0.6,2,6,D
2023-10-30,UEFA Champions League,Real Madrid,PSG,0,1,0.61,0.46,1.28,1.77,0.68,0.34,6,4,A
2023-11-06,UEFA Champions League,Bayern,Real Madrid,2,1,2.52,1.09,0.25,0.04,0.18,0.95,3,3,H
2023-11-13,UEFA Champions League,Man City,PSG,1,2,1.57,2.38,0.71,1.04,0.58,0.19,2,5,A
